Set,Release Date,Set Type,Card Name,Card No.,Mana Cost,Type,Rarity,Price
Fourth Edition,1995-04-01,core,Mishra's Factory,361,,Land,uncommon,2.67
Fourth Edition,1995-04-01,core,Strip Mine,363,,Land,uncommon,13.18
Ice Age,1995-06-03,expansion,Cold Snap,17,{2}{W},Enchantment,uncommon,0.14
Ice Age,1995-06-03,expansion,Disenchant,20,{1}{W},Instant,common,0.23
Ice Age,1995-06-03,expansion,Kjeldoran Elite Guard,34,{3}{W},Creature — Human Soldier,uncommon,0.23
Ice Age,1995-06-03,expansion,Kjeldoran Warrior,41,{W},Creature — Human Warrior,common,0.13
Ice Age,1995-06-03,expansion,Rally,48,{W}{W},Instant,common,0.08
Ice Age,1995-06-03,expansion,Swords to Plowshares,54,{W},Instant,uncommon,5.00
Ice Age,1995-06-03,expansion,Brainstorm,61,{U},Instant,common,1.96
Ice Age,1995-06-03,expansion,Counterspell,64,{U}{U},Instant,common,1.58
Ice Age,1995-06-03,expansion,Enervate,67,{1}{U},Instant,common,0.20
Ice Age,1995-06-03,expansion,Errant Minion,68,{2}{U},Enchantment — Aura,common,0.07
Ice Age,1995-06-03,expansion,Hydroblast,72,{U},Instant,common,2.25
Ice Age,1995-06-03,expansion,Icy Prison,74,{U}{U},Enchantment,rare,0.25
Ice Age,1995-06-03,expansion,Illusionary Forces,75,{3}{U},Creature — Illusion,common,0.10
Ice Age,1995-06-03,expansion,Portent,90,{U},Sorcery,common,0.29
Ice Age,1995-06-03,expansion,Power Sink,91,{X}{U},Instant,common,0.14
Ice Age,1995-06-03,expansion,Ray of Command,92,{3}{U},Instant,common,0.27
Ice Age,1995-06-03,expansion,Word of Undoing,108,{U},Instant,common,0.13
Ice Age,1995-06-03,expansion,Zuran Spellcaster,112,{2}{U},Creature — Human Wizard,common,0.26
Ice Age,1995-06-03,expansion,Brine Shaman,115,{1}{B},Creature — Human Cleric Shaman,common,0.17
Ice Age,1995-06-03,expansion,Burnt Offering,116,{B},Instant,common,0.43
Ice Age,1995-06-03,expansion,Dance of the Dead,118,{1}{B},Enchantment — Aura,uncommon,10.73
Ice Age,1995-06-03,expansion,Dark Banishing,119,{2}{B},Instant,common,0.09
Ice Age,1995-06-03,expansion,Dark Ritual,120,{B},Instant,common,1.06
Ice Age,1995-06-03,expansion,Gangrenous Zombies,127,{1}{B}{B},Creature — Zombie,common,0.16
Ice Age,1995-06-03,expansion,Hyalopterous Lemure,133,{4}{B},Creature — Spirit,uncommon,0.22
Ice Age,1995-06-03,expansion,Kjeldoran Dead,137,{B},Creature — Skeleton,common,0.13
Ice Age,1995-06-03,expansion,Norritt,155,{3}{B},Creature — Imp,common,0.16
Ice Age,1995-06-03,expansion,Pestilence Rats,157,{2}{B},Creature — Rat,common,0.36
Ice Age,1995-06-03,expansion,Brand of Ill Omen,177,{3}{R},Enchantment — Aura,rare,1.48
Ice Age,1995-06-03,expansion,Goblin Ski Patrol,190,{1}{R},Creature — Goblin,common,0.09
Ice Age,1995-06-03,expansion,Incinerate,194,{1}{R},Instant,common,0.24
Ice Age,1995-06-03,expansion,Lava Burst,198,{X}{R},Sorcery,common,0.14
Ice Age,1995-06-03,expansion,Meteor Shower,202,{X}{X}{R},Sorcery,common,0.07
Ice Age,1995-06-03,expansion,Orcish Lumberjack,210,{R},Creature — Orc,common,0.57
Ice Age,1995-06-03,expansion,Pyroblast,213,{R},Instant,common,4.48
Ice Age,1995-06-03,expansion,Pyroclasm,214,{1}{R},Sorcery,uncommon,0.35
Ice Age,1995-06-03,expansion,Balduvian Bears,226,{1}{G},Creature — Bear,common,0.26
Ice Age,1995-06-03,expansion,Fyndhorn Elves,244,{G},Creature — Elf Druid,common,3.85
Ice Age,1995-06-03,expansion,Giant Growth,246,{G},Instant,common,0.13
Ice Age,1995-06-03,expansion,Nature's Lore,255,{1}{G},Sorcery,uncommon,1.96
Ice Age,1995-06-03,expansion,Tinder Wall,270,{G},Creature — Plant Wall,common,0.58
Ice Age,1995-06-03,expansion,Whiteout,275,{1}{G},Instant,uncommon,0.29
Ice Age,1995-06-03,expansion,Wild Growth,277,{G},Enchantment — Aura,common,0.31
Ice Age,1995-06-03,expansion,Flooded Woodlands,290,{2}{U}{B},Enchantment,rare,1.09
Ice Age,1995-06-03,expansion,Barbed Sextant,312,{1},Artifact,common,0.17
Ice Age,1995-06-03,expansion,Icy Manipulator,322,{4},Artifact,uncommon,0.64
Ice Age,1995-06-03,expansion,Adarkar Wastes,351,,Land,rare,10.22
Ice Age,1995-06-03,expansion,Brushland,352,,Land,rare,4.44
Ice Age,1995-06-03,expansion,Karplusan Forest,356,,Land,rare,5.11
Ice Age,1995-06-03,expansion,Sulfurous Springs,360,,Land,rare,10.49
Ice Age,1995-06-03,expansion,Underground River,362,,Land,rare,8.73
Chronicles,1995-07-01,masters,Divine Offering,6,{1}{W},Instant,common,0.06
Chronicles,1995-07-01,masters,Boomerang,16,{U}{U},Instant,common,0.11
Chronicles,1995-07-01,masters,Dandân,18,{U}{U},Creature — Fish,common,1.19
Chronicles,1995-07-01,masters,Flash Flood,21,{U},Instant,common,0.07
Chronicles,1995-07-01,masters,Remove Soul,25,{1}{U},Instant,common,0.06
Chronicles,1995-07-01,masters,Cuombajj Witches,31,{B}{B},Creature — Human Wizard,common,0.19
Chronicles,1995-07-01,masters,Goblin Shrine,50,{1}{R}{R},Enchantment — Aura,common,0.07
Chronicles,1995-07-01,masters,Cyclone,62,{2}{G}{G},Enchantment,rare,0.30
Chronicles,1995-07-01,masters,Ashnod's Altar,92,{3},Artifact,common,4.37
Chronicles,1995-07-01,masters,Feldon's Cane,97,{1},Artifact,common,0.23
Chronicles,1995-07-01,masters,Jalum Tome,101,{3},Artifact,rare,0.27
Chronicles,1995-07-01,masters,Obelisk of Undoing,104,{1},Artifact,rare,0.13
Chronicles,1995-07-01,masters,City of Brass,112,,Land,rare,12.70
Chronicles,1995-07-01,masters,Urza's Tower,116a,,Land — Urza's Tower,uncommon,0.43
Media Inserts,1995-08-01,promo,Fireball,4,{X}{R},Sorcery,common,0.73
Homelands,1995-10-01,expansion,Hazduhr the Abbot,8,{3}{W}{W},Legendary Creature — Human Cleric,rare,0.45
Homelands,1995-10-01,expansion,Coral Reef,24,{U}{U},Enchantment,common,0.16
Homelands,1995-10-01,expansion,Memory Lapse,32a,{1}{U},Instant,common,0.34
Homelands,1995-10-01,expansion,Merchant Scroll,33,{1}{U},Sorcery,common,3.98
Homelands,1995-10-01,expansion,Wall of Kelp,40,{U}{U},Creature — Plant Wall,rare,3.43
Homelands,1995-10-01,expansion,Feast of the Unicorn,47a,{3}{B},Enchantment — Aura,common,0.13
Homelands,1995-10-01,expansion,Anaba Shaman,67a,{3}{R},Creature — Minotaur Shaman,common,0.14
Homelands,1995-10-01,expansion,Clockwork Steed,103,{4},Artifact Creature — Horse,common,0.13
Homelands,1995-10-01,expansion,Clockwork Swarm,104,{4},Artifact Creature — Insect,common,0.12
Homelands,1995-10-01,expansion,Roterothopter,109,{1},Artifact Creature — Thopter,common,0.28
Homelands,1995-10-01,expansion,Serrated Arrows,110,{4},Artifact,common,0.30
Alliances,1996-06-10,expansion,Exile,3,{2}{W},Instant,rare,1.36
Alliances,1996-06-10,expansion,Reinforcements,12a,{W},Instant,common,0.16
Alliances,1996-06-10,expansion,Reprisal,13a,{1}{W},Instant,common,0.11
Alliances,1996-06-10,expansion,Arcane Denial,22a,{1}{U},Instant,common,3.20
Alliances,1996-06-10,expansion,Awesome Presence,23a,{U},Enchantment — Aura,common,0.19
Alliances,1996-06-10,expansion,Benthic Explorers,24a,{3}{U},Creature — Merfolk Scout,common,0.11
Alliances,1996-06-10,expansion,Diminishing Returns,26,{2}{U}{U},Sorcery,rare,3.81
Alliances,1996-06-10,expansion,Soldevi Sage,34a,{1}{U},Creature — Human Wizard,common,0.12
Alliances,1996-06-10,expansion,Storm Crow,36a,{1}{U},Creature — Bird,common,0.12
Alliances,1996-06-10,expansion,Feast or Famine,49a,{3}{B},Instant,common,0.15
Alliances,1996-06-10,expansion,Agent of Stromgald,64a,{R},Creature — Human Knight,common,0.13
Alliances,1996-06-10,expansion,Bestial Fury,67a,{2}{R},Enchantment — Aura,common,0.11
Alliances,1996-06-10,expansion,Gorilla Shaman,72a,{R},Creature — Ape Shaman,common,0.36
Alliances,1996-06-10,expansion,Omen of Fire,75,{3}{R}{R},Instant,rare,2.38
Alliances,1996-06-10,expansion,Elvish Ranger,88a,{2}{G},Creature — Elf Ranger,common,0.89
Alliances,1996-06-10,expansion,Gorilla Berserkers,93a,{3}{G}{G},Creature — Ape Berserker,common,0.18
Alliances,1996-06-10,expansion,Astrolabe,118a,{3},Artifact,common,0.15
Alliances,1996-06-10,expansion,Floodwater Dam,119,{3},Artifact,rare,0.69
Alliances,1996-06-10,expansion,Phyrexian War Beast,127a,{3},Artifact Creature — Phyrexian Beast,common,0.17
Alliances,1996-06-10,expansion,Shield Sphere,129,{0},Artifact Creature — Wall,uncommon,4.35
Alliances,1996-06-10,expansion,Sheltered Valley,142,,Land,rare,1.36
DCI Legend Membership,1996-07-01,promo,Counterspell,1,{U}{U},Instant,rare,27.73
DCI Legend Membership,1996-07-01,promo,Incinerate,2,{1}{R},Instant,rare,6.43
Rivals Quick Start Set,1996-07-01,box,Power Sink,11,{X}{U},Instant,common,
Rivals Quick Start Set,1996-07-01,box,Unsummon,13,{U},Instant,common,
Rivals Quick Start Set,1996-07-01,box,Dark Ritual,18,{B},Instant,common,
Rivals Quick Start Set,1996-07-01,box,Terror,24,{1}{B},Instant,common,
Rivals Quick Start Set,1996-07-01,box,Warp Artifact,27,{B}{B},Enchantment — Aura,rare,
Rivals Quick Start Set,1996-07-01,box,Disintegrate,30,{X}{R},Sorcery,common,
Rivals Quick Start Set,1996-07-01,box,Fireball,31,{X}{R},Sorcery,common,
Rivals Quick Start Set,1996-07-01,box,Orcish Oriflamme,36,{3}{R},Enchantment,uncommon,
Rivals Quick Start Set,1996-07-01,box,Pyrotechnics,37,{4}{R},Sorcery,uncommon,
Arena League 1996,1996-08-02,promo,Disenchant,6,{1}{W},Instant,rare,12.86
Arena League 1996,1996-08-02,promo,Fireball,7,{X}{R},Sorcery,rare,7.74
Mirage,1996-10-08,expansion,Afterlife,1,{2}{W},Instant,uncommon,0.25
Mirage,1996-10-08,expansion,Benevolent Unicorn,4,{1}{W},Creature — Unicorn,common,0.19
Mirage,1996-10-08,expansion,Disenchant,10,{1}{W},Instant,common,0.22
Mirage,1996-10-08,expansion,Divine Offering,11,{1}{W},Instant,common,0.08
Mirage,1996-10-08,expansion,Femeref Knight,18,{2}{W},Creature — Human Knight,common,0.13
Mirage,1996-10-08,expansion,Pacifism,32,{1}{W},Enchantment — Aura,common,0.16
Mirage,1996-10-08,expansion,Wall of Resistance,46,{1}{W},Creature — Wall,common,0.12
Mirage,1996-10-08,expansion,Zhalfirin Knight,50,{2}{W},Creature — Human Knight,common,0.14
Mirage,1996-10-08,expansion,Azimaet Drake,53,{2}{U},Creature — Drake,common,0.14
Mirage,1996-10-08,expansion,Bay Falcon,54,{1}{U},Creature — Bird,common,0.15
Mirage,1996-10-08,expansion,Boomerang,56,{U}{U},Instant,common,0.26
Mirage,1996-10-08,expansion,Floodgate,67,{3}{U},Creature — Wall,uncommon,0.21
Mirage,1996-10-08,expansion,Hakim. Loreweaver,68,{3}{U}{U},Legendary Creature — Human Wizard,rare,1.03
Mirage,1996-10-08,expansion,Jolt,70,{2}{U},Instant,common,0.16
Mirage,1996-10-08,expansion,Memory Lapse,74,{1}{U},Instant,common,0.38
Mirage,1996-10-08,expansion,Mind Bend,77,{U},Instant,uncommon,0.37
Mirage,1996-10-08,expansion,Power Sink,83,{X}{U},Instant,common,0.14
Mirage,1996-10-08,expansion,Ray of Command,86,{3}{U},Instant,common,0.15
Mirage,1996-10-08,expansion,Sea Scryer,90,{1}{U},Creature — Merfolk Wizard,common,0.22
Mirage,1996-10-08,expansion,Bone Harvest,108,{2}{B},Instant,common,0.22
Mirage,1996-10-08,expansion,Dark Banishing,115,{2}{B},Instant,common,0.11
Mirage,1996-10-08,expansion,Dark Ritual,116,{B},Instant,common,0.90
Mirage,1996-10-08,expansion,Drain Life,118,{X}{1}{B},Sorcery,common,0.21
Mirage,1996-10-08,expansion,Enfeeblement,121,{B}{B},Enchantment — Aura,common,0.18
Mirage,1996-10-08,expansion,Gravebane Zombie,127,{3}{B},Creature — Zombie,common,0.08
Mirage,1996-10-08,expansion,Reign of Terror,137,{3}{B}{B},Sorcery,uncommon,0.29
Mirage,1996-10-08,expansion,Shadow Guildmage,140,{B},Creature — Human Wizard,common,0.13
Mirage,1996-10-08,expansion,Skulking Ghost,143,{1}{B},Creature — Spirit,common,0.10
Mirage,1996-10-08,expansion,Soulshriek,145,{B},Instant,common,0.12
Mirage,1996-10-08,expansion,Dwarven Miner,169,{1}{R},Creature — Dwarf,uncommon,1.18
Mirage,1996-10-08,expansion,Goblin Tinkerer,180,{1}{R},Creature — Goblin Artificer,common,0.19
Mirage,1996-10-08,expansion,Incinerate,184,{1}{R},Instant,common,0.15
Mirage,1996-10-08,expansion,Kaervek's Torch,185,{X}{R},Sorcery,common,0.21
Mirage,1996-10-08,expansion,Searing Spear Askari,191,{2}{R},Creature — Human Knight,common,0.11
Mirage,1996-10-08,expansion,Crash of Rhinos,210,{6}{G}{G},Creature — Rhino,common,0.12
Mirage,1996-10-08,expansion,Foratog,217,{2}{G},Creature — Atog,uncommon,0.19
Mirage,1996-10-08,expansion,Granger Guildmage,220,{G},Creature — Human Wizard,common,0.12
Mirage,1996-10-08,expansion,Jolrael's Centaur,222,{1}{G}{G},Creature — Centaur Archer,common,0.28
Mirage,1996-10-08,expansion,Mindbender Spores,229,{2}{G},Creature — Fungus Wall,rare,1.31
Mirage,1996-10-08,expansion,Quirion Elves,234,{1}{G},Creature — Elf Druid,common,0.19
Mirage,1996-10-08,expansion,Rampant Growth,235,{1}{G},Sorcery,common,0.50
Mirage,1996-10-08,expansion,Village Elder,251,{G},Creature — Human Druid,common,0.12
Mirage,1996-10-08,expansion,Wall of Roots,253,{1}{G},Creature — Plant Wall,common,0.32
Mirage,1996-10-08,expansion,Grim Feast,265,{1}{B}{G},Enchantment,rare,3.80
Mirage,1996-10-08,expansion,Savage Twister,280,{X}{R}{G},Sorcery,uncommon,0.30
Mirage,1996-10-08,expansion,Ventifact Bottle,323,{3},Artifact,rare,0.63
Mirage,1996-10-08,expansion,Flood Plain,326,,Land,uncommon,1.08
Multiverse Gift Box,1996-11-01,box,Dark Privilege,3,{1}{B},Enchantment — Aura,rare,
Introductory Two-Player Set,1996-12-31,starter,Power Sink,12,{X}{U},Instant,common,
Introductory Two-Player Set,1996-12-31,starter,Unsummon,14,{U},Instant,common,2.00
Introductory Two-Player Set,1996-12-31,starter,Dark Ritual,19,{B},Instant,common,4.00
Introductory Two-Player Set,1996-12-31,starter,Terror,25,{1}{B},Instant,common,
Introductory Two-Player Set,1996-12-31,starter,Warp Artifact,28,{B}{B},Enchantment — Aura,rare,
Introductory Two-Player Set,1996-12-31,starter,Disintegrate,31,{X}{R},Sorcery,common,
Introductory Two-Player Set,1996-12-31,starter,Fireball,32,{X}{R},Sorcery,common,
Introductory Two-Player Set,1996-12-31,starter,Orcish Oriflamme,37,{3}{R},Enchantment,uncommon,
Introductory Two-Player Set,1996-12-31,starter,Pyrotechnics,38,{4}{R},Sorcery,uncommon,
Visions,1997-02-03,expansion,Gossamer Chains,6,{W}{W},Enchantment,common,0.25
Visions,1997-02-03,expansion,Jamuraan Lion,10,{2}{W},Creature — Cat,common,0.11
Visions,1997-02-03,expansion,Knight of Valor,11,{2}{W},Creature — Human Knight,common,0.15
Visions,1997-02-03,expansion,Parapet,14,{1}{W},Enchantment,common,0.14
Visions,1997-02-03,expansion,Righteous Aura,20,{1}{W},Enchantment,common,0.21
Visions,1997-02-03,expansion,Sun Clasp,21,{1}{W},Enchantment — Aura,common,0.13
Visions,1997-02-03,expansion,Betrayal,26,{U},Enchantment — Aura,common,0.27
Visions,1997-02-03,expansion,Chronatog,28,{1}{U},Creature — Atog,rare,3.38
Visions,1997-02-03,expansion,Cloud Elemental,29,{2}{U},Creature — Elemental,common,0.07
Visions,1997-02-03,expansion,Desertion,30,{3}{U}{U},Instant,rare,3.38
Visions,1997-02-03,expansion,Flooded Shoreline,32,{U}{U},Enchantment,rare,0.92
Visions,1997-02-03,expansion,Impulse,34,{1}{U},Instant,common,0.58
Visions,1997-02-03,expansion,Man-o'-War,37,{2}{U},Creature — Jellyfish,common,0.18
Visions,1997-02-03,expansion,Mystic Veil,38,{1}{U},Enchantment — Aura,common,0.11
Visions,1997-02-03,expansion,Shrieking Drake,43,{U},Creature — Drake,common,0.42
Visions,1997-02-03,expansion,Undo,47,{1}{U}{U},Sorcery,common,0.11
Visions,1997-02-03,expansion,Vanishing,48,{U},Enchantment — Aura,common,0.36
Visions,1997-02-03,expansion,Vision Charm,49,{U},Instant,common,0.39
Visions,1997-02-03,expansion,Crypt Rats,55,{2}{B},Creature — Rat,common,0.43
Visions,1997-02-03,expansion,Dark Privilege,56,{1}{B},Enchantment — Aura,common,0.27
Visions,1997-02-03,expansion,Funeral Charm,61,{B},Instant,common,0.28
Visions,1997-02-03,expansion,Necromancy,64,{2}{B},Enchantment,uncommon,15.86
Visions,1997-02-03,expansion,Fireblast,79,{4}{R}{R},Instant,common,0.57
Visions,1997-02-03,expansion,Rock Slide,92,{X}{R},Instant,common,0.14
Visions,1997-02-03,expansion,Panther Warriors,115,{4}{G},Creature — Cat Warrior,common,0.07
Visions,1997-02-03,expansion,Quirion Ranger,117,{G},Creature — Elf Ranger,common,0.99
Visions,1997-02-03,expansion,River Boa,118,{1}{G},Creature — Snake,common,0.21
Visions,1997-02-03,expansion,Phyrexian Walker,152,{0},Artifact Creature — Phyrexian Construct,common,4.41
Visions,1997-02-03,expansion,Sisay's Ring,154,{4},Artifact,common,0.18
Visions,1997-02-03,expansion,Quicksand,166,,Land,uncommon,0.28
Fifth Edition,1997-03-24,core,Circle of Protection: Artifacts,16,{1}{W},Enchantment,uncommon,0.19
Fifth Edition,1997-03-24,core,Disenchant,26,{1}{W},Instant,common,0.20
Fifth Edition,1997-03-24,core,Divine Offering,27,{1}{W},Instant,common,0.12
Fifth Edition,1997-03-24,core,Dust to Dust,29,{1}{W}{W},Sorcery,uncommon,5.46
Fifth Edition,1997-03-24,core,Tundra Wolves,66,{W},Creature — Wolf,common,0.24
Fifth Edition,1997-03-24,core,Boomerang,75,{U}{U},Instant,common,0.20
Fifth Edition,1997-03-24,core,Brainstorm,76,{U},Instant,common,1.15
Fifth Edition,1997-03-24,core,Counterspell,77,{U}{U},Instant,common,1.48
Fifth Edition,1997-03-24,core,Dandân,79,{U}{U},Creature — Fish,common,1.90
Fifth Edition,1997-03-24,core,Enervate,84,{1}{U},Instant,common,0.18
Fifth Edition,1997-03-24,core,Flood,87,{U},Enchantment,common,0.14
Fifth Edition,1997-03-24,core,Force Spike,88,{U},Instant,common,0.34
Fifth Edition,1997-03-24,core,Gaseous Form,90,{2}{U},Enchantment — Aura,common,0.06
Fifth Edition,1997-03-24,core,Hydroblast,94,{U},Instant,uncommon,2.07
Fifth Edition,1997-03-24,core,Magical Hack,101,{U},Instant,rare,1.17
Fifth Edition,1997-03-24,core,Memory Lapse,103,{1}{U},Instant,common,0.34
Fifth Edition,1997-03-24,core,Portent,110,{U},Sorcery,common,0.29
Fifth Edition,1997-03-24,core,Power Sink,111,{X}{U},Instant,uncommon,0.19
Fifth Edition,1997-03-24,core,Ray of Command,114,{3}{U},Instant,common,0.20
Fifth Edition,1997-03-24,core,Remove Soul,117,{1}{U},Instant,common,0.14
Fifth Edition,1997-03-24,core,Steal Artifact,128,{2}{U}{U},Enchantment — Aura,uncommon,0.21
Fifth Edition,1997-03-24,core,Unsummon,132,{U},Instant,common,0.20
Fifth Edition,1997-03-24,core,Animate Dead,140,{1}{B},Enchantment — Aura,uncommon,5.82
Fifth Edition,1997-03-24,core,Ashes to Ashes,141,{1}{B}{B},Sorcery,uncommon,0.42
Fifth Edition,1997-03-24,core,Dark Ritual,153,{B},Instant,common,0.93
Fifth Edition,1997-03-24,core,Drain Life,156,{X}{1}{B},Sorcery,common,0.25
Fifth Edition,1997-03-24,core,Kjeldoran Dead,170,{B},Creature — Skeleton,common,0.15
Fifth Edition,1997-03-24,core,Paralyze,185,{B},Enchantment — Aura,common,0.15
Fifth Edition,1997-03-24,core,Pestilence,186,{2}{B}{B},Enchantment,common,0.24
Fifth Edition,1997-03-24,core,Terror,196,{1}{B},Instant,common,0.15
Fifth Edition,1997-03-24,core,Warp Artifact,204,{B}{B},Enchantment — Aura,rare,0.35
Fifth Edition,1997-03-24,core,Atog,209,{1}{R},Creature — Atog,uncommon,0.42
Fifth Edition,1997-03-24,core,Disintegrate,219,{X}{R},Sorcery,common,0.17
Fifth Edition,1997-03-24,core,Fireball,227,{X}{R},Sorcery,common,0.20
Fifth Edition,1997-03-24,core,Goblin War Drums,237,{2}{R},Enchantment,common,0.50
Fifth Edition,1997-03-24,core,Incinerate,242,{1}{R},Instant,common,0.17
Fifth Edition,1997-03-24,core,Orcish Oriflamme,257,{3}{R},Enchantment,uncommon,0.28
Fifth Edition,1997-03-24,core,Pyroblast,262,{R},Instant,uncommon,4.51
Fifth Edition,1997-03-24,core,Pyrotechnics,263,{4}{R},Sorcery,uncommon,0.24
Fifth Edition,1997-03-24,core,Desert Twister,288,{4}{G}{G},Sorcery,uncommon,0.26
Fifth Edition,1997-03-24,core,Giant Growth,299,{G},Instant,common,0.17
Fifth Edition,1997-03-24,core,Living Artifact,311,{G},Enchantment — Aura,rare,0.17
Fifth Edition,1997-03-24,core,Llanowar Elves,313,{G},Creature — Elf Druid,common,0.38
Fifth Edition,1997-03-24,core,Nature's Lore,316,{1}{G},Sorcery,common,1.75
Fifth Edition,1997-03-24,core,Wild Growth,342,{G},Enchantment — Aura,common,0.30
Fifth Edition,1997-03-24,core,Ashnod's Altar,349,{3},Artifact,uncommon,5.91
Fifth Edition,1997-03-24,core,Barbed Sextant,351,{1},Artifact,common,0.26
Fifth Edition,1997-03-24,core,Clockwork Steed,357,{4},Artifact Creature — Horse,uncommon,0.22
Fifth Edition,1997-03-24,core,Disrupting Scepter,365,{3},Artifact,rare,0.26
Fifth Edition,1997-03-24,core,Feldon's Cane,368,{1},Artifact,uncommon,0.37
Fifth Edition,1997-03-24,core,Fellwar Stone,369,{2},Artifact,uncommon,1.37
Fifth Edition,1997-03-24,core,Grapeshot Catapult,375,{4},Artifact Creature — Construct,common,0.10
