Set,Release Date,Card Name,# Cubes,Card No.,Mana Cost,Type,Rarity,Price
World Championship Decks 2004,2004-09-01,Wayfarer's Bauble,9,gn165,{1},Artifact,common,2.38
Champions of Kamigawa,2004-10-01,Sakura-Tribe Elder,22,239,{1}{G},Creature — Snake Shaman,common,1.13
Friday Night Magic 2005,2005-01-01,Rancor,28,1,{G},Enchantment — Aura,rare,
Magic Player Rewards 2005,2005-01-01,Fireball,12,3,{X}{R},Sorcery,rare,5.51
Magic Player Rewards 2005,2005-01-01,Mana Leak,24,5,{1}{U},Instant,rare,9.42
Arena League 2005,2005-01-01,Skyknight Legionnaire,14,8,{1}{R}{W},Creature — Human Knight,rare,
Friday Night Magic 2005,2005-01-01,Counterspell,29,11,{U}{U},Instant,rare,
Betrayers of Kamigawa,2005-02-04,Ninja of the Deep Hours,27,44,{3}{U},Creature — Human Ninja,common,1.30
Betrayers of Kamigawa,2005-02-04,Okiba-Gang Shinobi,18,76,{3}{B}{B},Creature — Rat Ninja,common,0.79
Saviors of Kamigawa,2005-06-03,Death Denied,17,63,{X}{B}{B},Instant — Arcane,common,0.28
Ninth Edition,2005-07-29,Pacifism,11,31,{1}{W},Enchantment — Aura,common,0.10
Ninth Edition,2005-07-29,Savannah Lions,12,41,{W},Creature — Cat,rare,0.34
Ninth Edition,2005-07-29,Mana Leak,24,86,{1}{U},Instant,common,0.24
Ninth Edition,2005-07-29,Remove Soul,7,93,{1}{U},Instant,common,0.13
Ninth Edition,2005-07-29,Gravedigger,14,136,{3}{B},Creature — Zombie,common,0.27
Ninth Edition,2005-07-29,Giant Growth,11,243,{G},Instant,common,0.14
Ninth Edition,2005-07-29,Llanowar Elves,28,253,{G},Creature — Elf Druid,common,0.28
Ninth Edition,2005-07-29,Rampant Growth,6,263,{1}{G},Sorcery,common,0.30
Ninth Edition,2005-07-29,Vulshok Morningstar,17,315,{2},Artifact — Equipment,uncommon,0.31
Salvat 2005,2005-08-22,Phantom Nomad,10,C7,{1}{W},Creature — Spirit Nomad,common,
Salvat 2005,2005-08-22,Pacifism,11,G42,{1}{W},Enchantment — Aura,common,
Salvat 2005,2005-08-22,Ninja of the Deep Hours,27,E6,{3}{U},Creature — Human Ninja,common,
Salvat 2005,2005-08-22,Plagued Rusalka,8,F28,{B},Creature — Spirit,uncommon,
Salvat 2005,2005-08-22,Crypt Rats,20,A28,{2}{B},Creature — Rat,uncommon,
Salvat 2005,2005-08-22,Gravedigger,14,F7,{3}{B},Creature — Zombie,common,
Salvat 2005,2005-08-22,Okiba-Gang Shinobi,18,E53,{3}{B}{B},Creature — Rat Ninja,common,
Salvat 2005,2005-08-22,Death Denied,17,F42,{X}{B}{B},Instant — Arcane,common,
Salvat 2005,2005-08-22,Frenzied Goblin,10,I16,{R},Creature — Goblin Berserker,uncommon,
Salvat 2005,2005-08-22,Rampant Growth,6,K19,{1}{G},Sorcery,common,
Salvat 2005,2005-08-22,Dimir Guildmage,15,H15,{U/B}{U/B},Creature — Human Wizard,uncommon,
Salvat 2005,2005-08-22,Bonesplitter,29,L5,{1},Artifact — Equipment,common,
Salvat 2005,2005-08-22,Leonin Bola,6,L16,{1},Artifact — Equipment,common,
Salvat 2005,2005-08-22,Wayfarer's Bauble,9,D43,{1},Artifact,common,
Salvat 2005,2005-08-22,Selesnya Sanctuary,23,L33,,Land,common,
Ravnica: City of Guilds,2005-10-07,Faith's Fetters,21,16,{3}{W},Enchantment — Aura,common,0.17
Ravnica: City of Guilds,2005-10-07,Compulsive Research,15,40,{2}{U},Sorcery,common,0.13
Ravnica: City of Guilds,2005-10-07,Frenzied Goblin,10,125,{R},Creature — Goblin Berserker,uncommon,0.22
Ravnica: City of Guilds,2005-10-07,Moldervine Cloak,13,173,{2}{G},Enchantment — Aura,uncommon,0.24
Ravnica: City of Guilds,2005-10-07,Skyknight Legionnaire,14,232,{1}{R}{W},Creature — Human Knight,common,0.13
Ravnica: City of Guilds,2005-10-07,Dimir Guildmage,15,245,{U/B}{U/B},Creature — Human Wizard,uncommon,0.15
Ravnica: City of Guilds Promos,2005-10-07,Dimir Guildmage,15,245★,{U/B}{U/B},Creature — Human Wizard,rare,
Ravnica: City of Guilds,2005-10-07,Boros Garrison,23,275,,Land,common,0.24
Ravnica: City of Guilds,2005-10-07,Dimir Aqueduct,24,276,,Land,common,0.31
Ravnica: City of Guilds,2005-10-07,Golgari Rot Farm,23,278,,Land,common,0.42
Ravnica: City of Guilds,2005-10-07,Selesnya Sanctuary,23,281,,Land,common,0.25
Junior APAC Series,2006-01-01,Sakura-Tribe Elder,22,1U06,{1}{G},Creature — Snake Shaman,rare,
Japan Junior Tournament,2006-01-01,Sakura-Tribe Elder,22,1N06,{1}{G},Creature — Snake Shaman,rare,
Junior Series Europe,2006-01-01,Sakura-Tribe Elder,22,1E06,{1}{G},Creature — Snake Shaman,rare,
Friday Night Magic 2006,2006-01-01,Armadillo Cloak,17,2,{1}{G}{W},Enchantment — Aura,rare,
Friday Night Magic 2006,2006-01-01,Terminate,19,3,{B}{R},Instant,rare,
Magic Player Rewards 2006,2006-01-01,Giant Growth,11,4,{G},Instant,rare,2.70
Friday Night Magic 2006,2006-01-01,Chainer's Edict,15,7,{1}{B},Sorcery,rare,
Arena League 2006,2006-01-01,Coiling Oracle,18,8,{G}{U},Creature — Snake Elf Druid,rare,
Friday Night Magic 2006,2006-01-01,Fire // Ice,21,12a,{1}{R} // {1}{U},Instant // Instant,rare,
Junior Super Series,2006-01-01,Sakura-Tribe Elder,22,12,{1}{G},Creature — Snake Shaman,rare,
Hachette UK,2006-01-01,Crypt Rats,20,28,{2}{B},Creature — Rat,uncommon,
Guildpact,2006-02-03,Repeal,10,32,{X}{U},Instant,common,0.20
Guildpact,2006-02-03,Plagued Rusalka,8,56,{B},Creature — Spirit,uncommon,0.10
Guildpact,2006-02-03,Scorched Rusalka,9,74,{R},Creature — Spirit,uncommon,0.16
Guildpact,2006-02-03,Pillory of the Sleepless,16,125,{1}{W}{B},Enchantment — Aura,common,0.14
Guildpact,2006-02-03,Gruul Turf,23,158,,Land,common,0.30
Guildpact,2006-02-03,Izzet Boilerworks,27,159,,Land,common,0.27
Guildpact,2006-02-03,Orzhov Basilica,23,161,,Land,common,0.24
Dissension,2006-05-05,Guardian of the Guildpact,17,10,{3}{W},Creature — Spirit,common,0.71
Dissension,2006-05-05,Coiling Oracle,18,107,{G}{U},Creature — Snake Elf Druid,common,0.16
Dissension,2006-05-05,Azorius Chancery,23,170,,Land,common,0.26
Dissension,2006-05-05,Rakdos Carnarium,23,178,,Land,common,0.24
Dissension,2006-05-05,Simic Growth Chamber,23,180,,Land,common,0.35
Coldsnap Theme Decks,2006-07-21,Incinerate,18,194,{1}{R},Instant,common,0.24
Time Spiral,2006-10-06,Momentary Blink,21,29,{1}{W},Instant,common,0.11
Time Spiral,2006-10-06,Temporal Isolation,16,43,{1}{W},Enchantment — Aura,common,0.18
Time Spiral Timeshifted,2006-10-06,Faceless Butcher,15,43,{2}{B}{B},Creature — Nightmare Horror,special,0.25
Time Spiral Timeshifted,2006-10-06,Twisted Abomination,11,50,{5}{B},Creature — Zombie Mutant,special,0.14
Time Spiral,2006-10-06,Errant Ephemeron,13,60,{6}{U},Creature — Illusion,common,0.07
Time Spiral,2006-10-06,Looter il-Kor,20,66,{1}{U},Creature — Kor Rogue,common,0.23
Time Spiral Timeshifted,2006-10-06,Wall of Roots,16,89,{1}{G},Creature — Plant Wall,special,0.61
Time Spiral Timeshifted,2006-10-06,Serrated Arrows,21,114,{4},Artifact,special,0.24
Time Spiral Timeshifted,2006-10-06,Desert,14,118,,Land — Desert,special,2.50
Time Spiral,2006-10-06,Mogg War Marshal,22,170,{1}{R},Creature — Goblin Warrior,common,0.20
Time Spiral,2006-10-06,Rift Bolt,12,176,{2}{R},Sorcery,common,0.45
Time Spiral,2006-10-06,Penumbra Spider,14,210,{2}{G}{G},Creature — Spider,common,0.18
Friday Night Magic 2007,2007-01-01,Firebolt,23,1,{R},Sorcery,rare,
Friday Night Magic 2007,2007-01-01,Deep Analysis,20,2,{3}{U},Sorcery,rare,
Planar Chaos,2007-02-02,Mana Tithe,14,25,{W},Instant,common,0.37
Planar Chaos,2007-02-02,Sunlance,12,31,{W},Sorcery,common,0.17
Planar Chaos,2007-02-02,Shaper Parasite,4,46,{1}{U}{U},Creature — Illusion,common,0.06
Planar Chaos,2007-02-02,Keldon Marauders,14,102,{1}{R},Creature — Human Warrior,common,0.09
Future Sight,2007-05-04,Edge of Autumn,6,144,{1}{G},Sorcery,common,0.41
Future Sight,2007-05-04,Thornweald Archer,9,154,{1}{G},Creature — Elf Archer,common,0.15
Tenth Edition,2007-07-13,Pacifism,11,31,{1}{W},Enchantment — Aura,common,0.06
Tenth Edition,2007-07-13,Merfolk Looter,12,92,{1}{U},Creature — Merfolk Rogue,common,0.15
Tenth Edition,2007-07-13,Remove Soul,7,100,{1}{U},Instant,common,0.16
Tenth Edition,2007-07-13,Gravedigger,14,146,{3}{B},Creature — Zombie,common,0.10
Tenth Edition,2007-07-13,Phyrexian Rager,23,167,{2}{B},Creature — Phyrexian Horror,common,0.09
Tenth Edition,2007-07-13,Incinerate,18,213,{1}{R},Instant,common,0.21
Tenth Edition,2007-07-13,Giant Growth,11,266,{G},Instant,common,0.12
Tenth Edition,2007-07-13,Llanowar Elves,28,274,{G},Creature — Elf Druid,common,0.35
Tenth Edition,2007-07-13,Rampant Growth,6,288,{1}{G},Sorcery,common,0.26
Tenth Edition,2007-07-13,Mind Stone,23,335,{2},Artifact,uncommon,0.63
Masters Edition,2007-09-10,Lightning Bolt,28,102,{R},Instant,common,
Masters Edition,2007-09-10,Fyndhorn Elves,18,118,{G},Creature — Elf Druid,common,
Masters Edition,2007-09-10,Nature's Lore,6,124,{1}{G},Sorcery,common,
DCI Promos,2007-10-01,Llanowar Elves,28,9,{G},Creature — Elf Druid,rare,
DCI Promos,2007-10-01,Mind Stone,23,11,{2},Artifact,rare,
Lorwyn,2007-10-12,Goldmeadow Harrier,12,17,{W},Creature — Kithkin Soldier,common,0.22
Lorwyn,2007-10-12,Oblivion Ring,24,34,{2}{W},Enchantment,common,0.26
Lorwyn,2007-10-12,Aethersnipe,10,50,{5}{U},Creature — Elemental,common,0.12
Lorwyn,2007-10-12,Mulldrifter,29,76,{4}{U},Creature — Elemental,common,0.46
Lorwyn,2007-10-12,Pestermite,10,78,{2}{U},Creature — Faerie Rogue,common,0.32
Lorwyn,2007-10-12,Ponder,25,79,{U},Sorcery,common,2.93
Duel Decks: Elves vs. Goblins,2007-11-16,Llanowar Elves,28,9,{G},Creature — Elf Druid,common,0.33
Duel Decks: Elves vs. Goblins,2007-11-16,Giant Growth,11,21,{G},Instant,common,0.16
Duel Decks: Elves vs. Goblins,2007-11-16,Mogg War Marshal,22,45,{1}{R},Creature — Goblin Warrior,common,0.24
Magic Player Rewards 2008,2008-01-01,Incinerate,18,3,{1}{R},Instant,rare,1.11
Magic Player Rewards 2008,2008-01-01,Mana Tithe,14,4,{W},Instant,rare,6.75
Magic Player Rewards 2008,2008-01-01,Ponder,25,6,{U},Sorcery,rare,13.52
Friday Night Magic 2008,2008-01-01,Wall of Roots,16,7,{1}{G},Creature — Plant Wall,rare,
Friday Night Magic 2008,2008-01-01,Desert,14,8,,Land — Desert,rare,
Friday Night Magic 2008,2008-01-01,Serrated Arrows,21,10,{4},Artifact,rare,
DCI Promos,2008-05-31,Gravedigger,14,16,{3}{B},Creature — Zombie,rare,
Eventide,2008-07-25,Unmake,12,96,{W/B}{W/B}{W/B},Instant,common,0.43
Eventide,2008-07-25,Desecrator Hag,8,119,{2}{B/G}{B/G},Creature — Hag,common,0.11
Masters Edition II,2008-09-22,Counterspell,29,44,{U}{U},Instant,uncommon,
Masters Edition II,2008-09-22,Incinerate,18,131,{1}{R},Instant,common,
Masters Edition II,2008-09-22,Giant Growth,11,167,{G},Instant,common,
Shards of Alara,2008-10-03,Oblivion Ring,24,20,{2}{W},Enchantment,common,0.24
Shards of Alara,2008-10-03,Hissing Iguanar,16,104,{2}{R},Creature — Lizard,common,0.14
Shards of Alara,2008-10-03,Branching Bolt,11,158,{1}{R}{G},Instant,common,0.12
Duel Decks: Jace vs. Chandra,2008-11-07,Man-o'-War,23,8,{2}{U},Creature — Jellyfish,common,0.20
Duel Decks: Jace vs. Chandra,2008-11-07,Mulldrifter,29,12,{4}{U},Creature — Elemental,common,0.26
Duel Decks: Jace vs. Chandra,2008-11-07,Aethersnipe,10,17,{5}{U},Creature — Elemental,common,0.10
Duel Decks: Jace vs. Chandra,2008-11-07,Errant Ephemeron,13,20,{6}{U},Creature — Illusion,common,0.09
Duel Decks: Jace vs. Chandra,2008-11-07,Mind Stone,23,22,{2},Artifact,uncommon,0.77
Duel Decks: Jace vs. Chandra,2008-11-07,Counterspell,29,24,{U}{U},Instant,common,3.11
Duel Decks: Jace vs. Chandra,2008-11-07,Condescend,15,28,{X}{U},Instant,common,0.27
Duel Decks: Jace vs. Chandra,2008-11-07,Fireslinger,15,36,{1}{R},Creature — Human Wizard,common,0.25
Duel Decks: Jace vs. Chandra,2008-11-07,Firebolt,23,49,{R},Sorcery,common,0.26
Duel Decks: Jace vs. Chandra,2008-11-07,Incinerate,18,51,{1}{R},Instant,common,0.26
Duel Decks: Jace vs. Chandra,2008-11-07,Fireblast,17,55,{4}{R}{R},Instant,common,2.00
Duel Decks: Jace vs. Chandra,2008-11-07,Fireball,12,56,{X}{R},Sorcery,uncommon,0.14
Magic Player Rewards 2009,2009-01-01,Unmake,12,3,{W/B}{W/B}{W/B},Instant,rare,2.35
Magic Player Rewards 2009,2009-01-01,Remove Soul,7,5,{1}{U},Instant,rare,0.66
Friday Night Magic 2009,2009-01-01,Mulldrifter,29,6,{4}{U},Creature — Elemental,rare,
Magic Player Rewards 2009,2009-01-01,Rampant Growth,6,7,{1}{G},Sorcery,rare,8.92
Magic Player Rewards 2009,2009-01-01,Terminate,19,9,{B}{R},Instant,rare,8.62
Friday Night Magic 2009,2009-01-01,Oblivion Ring,24,11,{2}{W},Enchantment,rare,
Friday Night Magic 2009,2009-01-01,Sakura-Tribe Elder,22,12,{1}{G},Creature — Snake Shaman,rare,
Duel Decks: Divine vs. Demonic,2009-04-10,Pacifism,11,17,{1}{W},Enchantment — Aura,common,0.24
Duel Decks: Divine vs. Demonic,2009-04-10,Faith's Fetters,21,20,{3}{W},Enchantment — Aura,common,0.06
Alara Reborn,2009-04-30,Soul Manipulation,14,29,{1}{U}{B},Instant,common,0.21
Alara Reborn,2009-04-30,Terminate,19,46,{B}{R},Instant,common,0.59
Alara Reborn,2009-04-30,Colossal Might,6,51,{R}{G},Instant,common,0.21
Alara Reborn,2009-04-30,Qasali Pridemage,19,75,{G}{W},Creature — Cat Wizard,common,0.21
Alara Reborn,2009-04-30,Putrid Leech,9,95,{B}{G},Creature — Zombie Leech,common,0.13
Magic 2010,2009-07-17,Elite Vanguard,11,9,{W},Creature — Human Soldier,uncommon,0.11
Magic 2010,2009-07-17,Pacifism,11,22,{1}{W},Enchantment — Aura,common,0.06
Magic 2010,2009-07-17,Stormfront Pegasus,8,35,{1}{W},Creature — Pegasus,common,0.07
Magic 2010,2009-07-17,Merfolk Looter,12,61,{1}{U},Creature — Merfolk Rogue,common,0.12
Magic 2010,2009-07-17,Ponder,25,68,{U},Sorcery,common,2.43
Magic 2010,2009-07-17,Gravedigger,14,97,{3}{B},Creature — Zombie,common,0.04
Magic 2010,2009-07-17,Fireball,12,136,{X}{R},Sorcery,uncommon,0.10
Magic 2010,2009-07-17,Lightning Bolt,28,146,{R},Instant,common,0.74
Magic Player Rewards 2009,2009-07-17,Lightning Bolt,28,146,{R},Instant,common,
Magic 2010,2009-07-17,Giant Growth,11,184,{G},Instant,common,0.07
Magic 2010,2009-07-17,Llanowar Elves,28,189,{G},Creature — Elf Druid,common,0.28
Magic 2010,2009-07-17,Rampant Growth,6,201,{1}{G},Sorcery,common,0.29
Planechase,2009-09-04,Oblivion Ring,24,4,{2}{W},Enchantment,common,0.24
Planechase,2009-09-04,Gravedigger,14,29,{3}{B},Creature — Zombie,common,0.13
Planechase,2009-09-04,Phyrexian Ghoul,7,37,{2}{B},Creature — Phyrexian Zombie,common,0.24
Planechase,2009-09-04,Reckless Charge,12,61,{R},Sorcery,common,0.22
Planechase,2009-09-04,Rampant Growth,6,76,{1}{G},Sorcery,common,0.30
Planechase,2009-09-04,Branching Bolt,11,83,{1}{R}{G},Instant,common,0.15
Planechase,2009-09-04,Boros Garrison,23,131,,Land,common,0.25
Planechase,2009-09-04,Gruul Turf,23,134,,Land,common,0.34
Masters Edition III,2009-09-07,Remove Soul,7,47,{1}{U},Instant,common,
Masters Edition III,2009-09-07,Ashes to Ashes,13,58,{1}{B}{B},Sorcery,uncommon,
Masters Edition III,2009-09-07,Chain Lightning,21,90,{R},Sorcery,common,
Masters Edition III,2009-09-07,Giant Growth,11,121,{G},Instant,common,
Masters Edition III,2009-09-07,Three Visits,4,135,{1}{G},Sorcery,common,
Zendikar,2009-10-02,Journey to Nowhere,25,14,{1}{W},Enchantment,common,1.29
Zendikar,2009-10-02,Kor Skyfisher,24,23,{1}{W},Creature — Kor Soldier,common,0.33
Zendikar,2009-10-02,Into the Roil,14,48,{1}{U},Instant,common,0.09
Zendikar,2009-10-02,Disfigure,16,87,{B},Instant,common,0.05
Zendikar,2009-10-02,Burst Lightning,19,119,{R},Instant,common,0.20
Zendikar,2009-10-02,Goblin Bushwhacker,13,125,{R},Creature — Goblin Warrior,common,1.76
Zendikar,2009-10-02,Vines of Vastwood,17,193,{G},Instant,common,0.90
Duel Decks: Garruk vs. Liliana,2009-10-30,Krosan Tusker,23,11,{5}{G}{G},Creature — Boar Beast,common,0.20
Duel Decks: Garruk vs. Liliana,2009-10-30,Giant Growth,11,14,{G},Instant,common,0.27
Duel Decks: Garruk vs. Liliana,2009-10-30,Rancor,28,15,{G},Enchantment — Aura,common,0.99
Duel Decks: Garruk vs. Liliana,2009-10-30,Nature's Lore,6,17,{1}{G},Sorcery,common,2.05
Duel Decks: Garruk vs. Liliana,2009-10-30,Elephant Guide,19,18,{2}{G},Enchantment — Aura,uncommon,0.25
Duel Decks: Garruk vs. Liliana,2009-10-30,Serrated Arrows,21,20,{4},Artifact,common,0.24
Duel Decks: Garruk vs. Liliana,2009-10-30,Phyrexian Rager,23,39,{2}{B},Creature — Phyrexian Horror,common,0.08
Duel Decks: Garruk vs. Liliana,2009-10-30,Twisted Abomination,11,45,{5}{B},Creature — Zombie Mutant,common,0.13
Magic Player Rewards 2010,2010-01-01,Lightning Bolt,28,1,{R},Instant,rare,
Magic Player Rewards 2010,2010-01-01,Burst Lightning,19,8,{R},Instant,rare,1.18
Friday Night Magic 2010,2010-01-01,Qasali Pridemage,19,9,{G}{W},Creature — Cat Wizard,rare,
Friday Night Magic 2010,2010-01-01,Rift Bolt,12,10,{2}{R},Sorcery,rare,
Duel Decks: Phyrexia vs. the Coalition,2010-03-19,Carrion Feeder,24,2,{B},Creature — Zombie,common,1.60
Duel Decks: Phyrexia vs. the Coalition,2010-03-19,Phyrexian Ghoul,7,6,{2}{B},Creature — Phyrexian Zombie,common,0.19
Duel Decks: Phyrexia vs. the Coalition,2010-03-19,Yavimaya Elder,15,44,{1}{G}{G},Creature — Human Druid,common,0.15
Duel Decks: Phyrexia vs. the Coalition,2010-03-19,Armadillo Cloak,17,58,{1}{G}{W},Enchantment — Aura,common,0.55
URL/Convention Promos,2010-03-26,Kor Skyfisher,24,2,{1}{W},Creature — Kor Soldier,rare,
Rise of the Eldrazi,2010-04-23,Ulamog's Crusher,18,13,{8},Creature — Eldrazi,common,0.43
Rise of the Eldrazi,2010-04-23,Deprive,4,59,{U}{U},Instant,common,0.30
Rise of the Eldrazi,2010-04-23,Halimar Wavewatch,4,72,{1}{U},Creature — Merfolk Soldier,common,0.11
Rise of the Eldrazi,2010-04-23,Mnemonic Wall,12,78,{4}{U},Creature — Wall,common,0.17
Rise of the Eldrazi,2010-04-23,Sea Gate Oracle,16,85,{2}{U},Creature — Human Wizard,common,0.13
Rise of the Eldrazi,2010-04-23,Flame Slash,14,145,{R},Sorcery,common,0.33
Rise of the Eldrazi,2010-04-23,Raid Bombardment,8,161,{2}{R},Enchantment,common,0.49
Rise of the Eldrazi,2010-04-23,Nest Invader,13,201,{1}{G},Creature — Eldrazi Drone,common,0.28
Rise of the Eldrazi,2010-04-23,Prophetic Prism,15,222,{2},Artifact,common,0.06
Rise of the Eldrazi,2010-04-23,Evolving Wilds,28,228,,Land,common,0.16
Duels of the Planeswalkers,2010-06-04,Incinerate,18,48,{1}{R},Instant,common,0.25
Duels of the Planeswalkers,2010-06-04,Giant Growth,11,66,{G},Instant,common,0.12
Duels of the Planeswalkers,2010-06-04,Rampant Growth,6,79,{1}{G},Sorcery,common,0.82
Archenemy,2010-06-18,Oblivion Ring,24,3,{2}{W},Enchantment,common,0.26
Archenemy,2010-06-18,Twisted Abomination,11,26,{5}{B},Creature — Zombie Mutant,common,0.07
Archenemy,2010-06-18,Fireball,12,37,{X}{R},Sorcery,uncommon,0.18
Archenemy,2010-06-18,Krosan Tusker,23,62,{5}{G}{G},Creature — Boar Beast,common,0.39
Archenemy,2010-06-18,Rancor,28,67,{G},Enchantment — Aura,common,1.36
Archenemy,2010-06-18,Sakura-Tribe Elder,22,68,{1}{G},Creature — Snake Shaman,common,1.44
Archenemy,2010-06-18,Wall of Roots,16,73,{1}{G},Creature — Plant Wall,common,0.28
Archenemy,2010-06-18,Armadillo Cloak,17,78,{1}{G}{W},Enchantment — Aura,common,0.73
Archenemy,2010-06-18,Branching Bolt,11,82,{1}{R}{G},Instant,common,0.17
Archenemy,2010-06-18,Colossal Might,6,83,{R}{G},Instant,common,0.22
Archenemy,2010-06-18,Terminate,19,95,{B}{R},Instant,common,0.49
Archenemy,2010-06-18,Unmake,12,98,{W/B}{W/B}{W/B},Instant,common,0.52
Archenemy,2010-06-18,Rakdos Carnarium,23,132,,Land,common,0.24
Magic 2011,2010-07-16,Elite Vanguard,11,13,{W},Creature — Human Soldier,uncommon,0.07
Magic 2011,2010-07-16,Pacifism,11,23,{1}{W},Enchantment — Aura,common,0.06
Magic 2011,2010-07-16,Stormfront Pegasus,8,34,{1}{W},Creature — Pegasus,common,0.07
Magic 2011,2010-07-16,Mana Leak,24,62,{1}{U},Instant,common,0.16
Magic 2011,2010-07-16,Preordain,25,70,{U},Sorcery,common,2.44
Magic 2011,2010-07-16,Gravedigger,14,98,{3}{B},Creature — Zombie,common,0.03
Magic 2011,2010-07-16,Liliana's Specter,18,104,{1}{B}{B},Creature — Specter,common,0.20
Magic 2011,2010-07-16,Fireball,12,138,{X}{R},Sorcery,uncommon,0.11
Magic 2011,2010-07-16,Lightning Bolt,28,149,{R},Instant,common,0.88
Magic 2011,2010-07-16,Giant Growth,11,178,{G},Instant,common,0.06
Magic 2011,2010-07-16,Llanowar Elves,28,184,{G},Creature — Elf Druid,common,0.28
DCI Promos,2010-07-31,Liliana's Specter,18,52,{1}{B}{B},Creature — Specter,common,4.22
Duel Decks: Elspeth vs. Tezzeret,2010-09-03,Elite Vanguard,11,2,{W},Creature — Human Soldier,uncommon,0.10
Duel Decks: Elspeth vs. Tezzeret,2010-09-03,Goldmeadow Harrier,12,3,{W},Creature — Kithkin Soldier,common,0.28
Duel Decks: Elspeth vs. Tezzeret,2010-09-03,Kor Skyfisher,24,8,{1}{W},Creature — Kor Soldier,common,0.26
Duel Decks: Elspeth vs. Tezzeret,2010-09-03,Sunlance,12,21,{W},Sorcery,common,0.14
Duel Decks: Elspeth vs. Tezzeret,2010-09-03,Journey to Nowhere,25,23,{1}{W},Enchantment,common,2.20
Duel Decks: Elspeth vs. Tezzeret,2010-09-03,Raise the Alarm,20,25,{1}{W},Instant,common,0.14
Scars of Mirrodin,2010-10-01,Perilous Myr,27,192,{2},Artifact Creature — Phyrexian Myr,common,0.10
Scars of Mirrodin,2010-10-01,Sylvok Lifestaff,10,209,{1},Artifact — Equipment,common,0.14
Magic Online Theme Decks,2010-11-08,Oblivion Ring,24,B8,{2}{W},Enchantment,common,
